case,bug,test,seed,source_run_dir,primary_type,uvm_level,fatal_file,fatal_line,fatal_time,fatal_message,mismatch_type,has_dual_compare,has_simplified_ibex,ibex_index,spike_index,ibex_pc,spike_pc,ibex_opcode,spike_opcode,op_pair,matched_count,mismatch_count,pc_region,sim_line_count,regr_line_count,trace_line_count,sim_template_hash,regr_template_hash,trace_hash
277,bug_140,riscv_rand_jump_test,23385,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,60665000,read to uninitialzed addr 0xfffffce7,,0,0,,,,,,,,,,,109759,3,637170,40e62c0910b86ba3,8a42e6059f0185c7,01a5f3ac11b3f66e
278,bug_140,riscv_rand_jump_test,23386,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,2061000,read to uninitialzed addr 0xfffffcb3,,0,0,,,,,,,,,,,104326,3,493346,1a2f48e3c40be96c,8a42e6059f0185c7,3ada48fedf3abf28
279,bug_140,riscv_rand_jump_test,23387,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,58791000,read to uninitialzed addr 0x1e733792,,0,0,,,,,,,,,,,51618,3,618845,e5f4b9c88d0caf17,8a42e6059f0185c7,52f5e8e9f9744465
280,bug_140,riscv_rand_jump_test,23391,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,474,474,800101a8,800101b4,addi,c.li,addi|c.li,425,18635,8001,71,6,1008,c883d0ccc8f543b9,2a4e384b7aa8f2cd,453c6fd6f1b119bc
281,bug_140,riscv_rand_jump_test,23392,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,72,72,8000755a,8000756a,c.addi,sub,c.addi|sub,67,38602,8000,70,6,1256,0198c085d95d3f98,2be1f586f219d539,d6c51cb62ee8c563
282,bug_140,riscv_rand_jump_test,23393,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,136,136,80003270,8000327e,csrrc,add,csrrc|add,129,56280,8000,70,6,440,43ad69d063e42fe9,b145568f434bd99a,947a962d1d37f475
283,bug_140,riscv_rand_jump_test,23394,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,160157000,read to uninitialzed addr 0x17,,0,0,,,,,,,,,,,77698,3,624191,a364e73b9f05a22c,8a42e6059f0185c7,3b62b09514811201
284,bug_140,riscv_rand_jump_test,23395,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,1439000,read to uninitialzed addr 0xf8f6ac9b,,0,0,,,,,,,,,,,146048,3,703774,3969dd11efa6d10a,8a42e6059f0185c7,7ca260f42ee7effc
285,bug_140,riscv_rand_jump_test,23398,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,8771000,read to uninitialzed addr 0x1b,,0,0,,,,,,,,,,,686586,1,495050,f976cddc1da9b34d,885f2339349da4d9,737d6313f831c9c1
286,bug_141,riscv_debug_branch_jump_test,23403,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,6297000,read to uninitialzed addr 0x783b,,0,0,,,,,,,,,,,1692,3,200476,e41b2c8e9ad36f32,17c61d29fc02f6e1,d03b21d841772fd3
287,bug_141,riscv_debug_branch_jump_test,23406,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,5711000,read to uninitialzed addr 0xf77fb817,,0,0,,,,,,,,,,,6356,3,77679,c530415483a8c431,17c61d29fc02f6e1,1397dfca2cb7920b
288,bug_141,riscv_debug_branch_jump_test,23417,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,7029000,read to uninitialzed addr 0xf218506b,,0,0,,,,,,,,,,,2102,3,56673,0cb70c492956bfeb,17c61d29fc02f6e1,11c0214b2930d4b0
289,bug_141,riscv_jump_stress_test,23418,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,60,60,80000168,80000168,jal,jal,jal|jal,54,513,8000,70,6,2649,4363058cac434cdd,a60da8949cf5d713,db913f8708ef87ee
290,bug_141,riscv_jump_stress_test,23419,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,56,56,80000158,80000158,jal,jal,jal|jal,53,2164,8000,70,6,3384,ed7af1b52e2d1ce2,c1ffb5fc749a3bb3,72c31e9cea87b5f4
291,bug_141,riscv_jump_stress_test,23420,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,106,106,8000274e,8000274e,jal,jal,jal|jal,82,2694,8000,70,6,4168,7895edb5bf5f0507,e679eb5979245b12,f99000e39b466399
292,bug_141,riscv_jump_stress_test,23421,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,57,57,80000150,80000150,jal,jal,jal|jal,52,1286,8000,70,6,2105,85a66de235278f39,83e9aa47b1b7e0f6,1e2c3517dbd8ea07
293,bug_141,riscv_jump_stress_test,23422,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,94825000,read to uninitialzed addr 0x4ca0e007,,0,0,,,,,,,,,,,138399,3,701170,244e90979b90d416,48bb8bd9540e5e2e,9031cbb7804ec0f3
294,bug_141,riscv_jump_stress_test,23423,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,75,75,80002026,80002026,jal,jal,jal|jal,71,3756,8000,70,6,5684,24fc1762be64e2f7,d3b67921902c1b88,2a8145c4f5c3420e
295,bug_141,riscv_jump_stress_test,23424,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,75,75,80003042,80003042,jal,jal,jal|jal,75,4620,8000,70,6,6831,3e5d751977a43fc6,2c68f4952fbdcadc,e8bc1de16e2f0b59
296,bug_141,riscv_jump_stress_test,23426,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,57,57,8000015a,8000015a,jal,jal,jal|jal,50,180,8000,70,6,543,183cfaf5be1b56a9,c0999d7699ff6f2e,84599b7507ea3e94
297,bug_141,riscv_jump_stress_test,23428,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,57,57,8000015a,8000015a,jal,jal,jal|jal,53,19,8000,70,6,296,d097401f0e482ae4,c5609a1bd936620a,e40c3aa7aed6366b
298,bug_141,riscv_jump_stress_test,23430,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,62,62,80000172,80000172,jal,jal,jal|jal,85,9,8000,70,6,346,c8d4111ce48112a2,5c1b8c943e68bfc3,9479939608a064b2
299,bug_141,riscv_jump_stress_test,23431,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,59,59,8000015e,8000015e,jal,jal,jal|jal,52,239,8000,70,6,616,ba31ab44579eed52,04a6c2da371e060e,1b58010636486253
300,bug_141,riscv_jump_stress_test,23433,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,92175000,read to uninitialzed addr 0x98e187,,0,0,,,,,,,,,,,42916,3,805403,c45c0a27ca668e1a,48bb8bd9540e5e2e,26670393ff2ef6a7
301,bug_141,riscv_jump_stress_test,23434,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,70,70,800020d6,800020d6,jal,jal,jal|jal,62,3747,8000,70,6,5734,77e284d7010e5a18,531620d13032785c,3fbf63ac45fe9c03
302,bug_141,riscv_rand_jump_test,23439,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,160463000,read to uninitialzed addr 0x14007,,0,0,,,,,,,,,,,31186,3,156938,31458350a4fb7ea7,8a42e6059f0185c7,3d9ee14a4c9927f7
303,bug_141,riscv_rand_jump_test,23441,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,10267000,read to uninitialzed addr 0x80027e83,,0,0,,,,,,,,,,,101696,3,695806,f245057095a0dcc7,8a42e6059f0185c7,d5e4317d9d290b9b
304,bug_141,riscv_rand_jump_test,23443,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,80,80,80009562,80009562,jal,jal,jal|jal,1012,3270,8000,71,6,1809,8d1542f9942d45c7,bb1986d572b7c843,5efe0f438dc79bbc
305,bug_141,riscv_rand_jump_test,23445,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,23813000,read to uninitialzed addr 0x13,,0,0,,,,,,,,,,,109509,3,635806,d6471a578c0b1a15,8a42e6059f0185c7,105795c0de1db231
306,bug_142,riscv_debug_branch_jump_test,23454,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,7401000,read to uninitialzed addr 0xa,,0,0,,,,,,,,,,,252,3,5840,98b1e548d125563a,17c61d29fc02f6e1,e4461146d19f5f4d
307,bug_142,riscv_debug_branch_jump_test,23455,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,10721000,read to uninitialzed addr 0x1d003,,0,0,,,,,,,,,,,2293,3,23883,94af2e68c57a8735,17c61d29fc02f6e1,4fc69323cec148c7
308,bug_142,riscv_debug_branch_jump_test,23459,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,5967000,read to uninitialzed addr 0x9deccb83,,0,0,,,,,,,,,,,105,3,2120,6ab1a9d5f5a07975,17c61d29fc02f6e1,730ef168325d96bf
309,bug_142,riscv_debug_branch_jump_test,23460,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,7189000,read to uninitialzed addr 0xf227221f,,0,0,,,,,,,,,,,409,3,3874,4f633514bef04fb3,17c61d29fc02f6e1,d3f6b7c6af049c42
310,bug_142,riscv_debug_branch_jump_test,23464,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,13263000,read to uninitialzed addr 0xf69ed25f,,0,0,,,,,,,,,,,5934,3,961347,5336dbd7cb713fa7,17c61d29fc02f6e1,63abab3fb730b1fe
311,bug_142,riscv_debug_branch_jump_test,23466,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,10701000,read to uninitialzed addr 0x2e3,,0,0,,,,,,,,,,,307,3,5080,e994d69d6a528b1a,17c61d29fc02f6e1,98ef78c2e0b73eeb
312,bug_142,riscv_debug_branch_jump_test,23467,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,6429000,read to uninitialzed addr 0xfbf1ede7,,0,0,,,,,,,,,,,171,3,3690,180260b4c986b732,17c61d29fc02f6e1,ef1e03843c5a863d
313,bug_142,riscv_debug_branch_jump_test,23468,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,6349000,read to uninitialzed addr 0xf3532b9f,,0,0,,,,,,,,,,,123,3,2829,920507bc3566c935,17c61d29fc02f6e1,94c1750d565ab93d
314,bug_142,riscv_debug_branch_jump_test,23472,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,7983000,read to uninitialzed addr 0x5f,,0,0,,,,,,,,,,,596,3,2214,9db3dc7e43f94e5b,17c61d29fc02f6e1,6d9754cea8e1629a
315,bug_142,riscv_debug_branch_jump_test,23475,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,8079000,read to uninitialzed addr 0x146aff2f,,0,0,,,,,,,,,,,12162,3,969963,40ec78aadbf4cb5e,17c61d29fc02f6e1,ec0373d0c238d7d3
316,bug_142,riscv_rand_jump_test,23476,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,91199000,read to uninitialzed addr 0x8117009d,,0,0,,,,,,,,,,,525,3,977081,92c9a88094732126,8a42e6059f0185c7,97b2af01f9069c70
317,bug_142,riscv_rand_jump_test,23478,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,28437000,read to uninitialzed addr 0xffffffd7,,0,0,,,,,,,,,,,80,3,2516,99ebf3b8ab5c2143,8a42e6059f0185c7,c1f5eec6b174df56
318,bug_142,riscv_rand_jump_test,23483,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,2507000,read to uninitialzed addr 0x281824e,,0,0,,,,,,,,,,,136707,3,672915,599bacb5067044d9,8a42e6059f0185c7,bdda5225ffb85ec2
319,bug_142,riscv_rand_jump_test,23484,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_same,1,0,65,65,80000176,80000176,jalr,jalr,jalr|jalr,102,14168,8000,70,6,384,684f6dee1a799606,c498c5e009682853,f4cf159dcd0664c9
320,bug_142,riscv_rand_jump_test,23486,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,9921000,read to uninitialzed addr 0x7fffff3f,,0,0,,,,,,,,,,,1153,3,6032,fed91eda68feb672,8a42e6059f0185c7,7e0174846d724aee
321,bug_142,riscv_rand_jump_test,23491,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,93045000,read to uninitialzed addr 0x7ff3fd77,,0,0,,,,,,,,,,,130149,1,662417,09f7a1d547134e55,885f2339349da4d9,41d39deb9a3cd65b
322,bug_142,riscv_rand_jump_test,23498,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,200565000,read to uninitialzed addr 0xffffffdb,,0,0,,,,,,,,,,,5864,3,965895,ee1e01b80dd2db1d,8a42e6059f0185c7,48b2551cc6400e09
323,bug_142,riscv_rand_jump_test,23500,/workspace/ibex/dv/uvm/out,UVM_ERROR,UVM_ERROR,mem_model.sv,28,15561000,read to uninitialzed addr 0xfffffd57,,0,0,,,,,,,,,,,71056,1,695349,91997b42c3a14e11,885f2339349da4d9,d7cf6e10df5d7085
324,bug_143,riscv_rand_instr_test,23501,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,155,155,80000362,80000378,or,slti,or|slti,141,3422,8000,70,6,6357,dc7006f8963a1e5d,7ff77db359a7c589,87ee13771cdf1896
325,bug_143,riscv_rand_instr_test,23502,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,69,69,8000019a,8000018a,ori,mulhsu,ori|mulhsu,60,298,8000,70,6,759,7186039ea8511c0c,127f6922b59e13ee,63f39c8fb80a52e0
326,bug_143,riscv_rand_instr_test,23504,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,158,158,80004f28,80004f38,xori,rem,xori|rem,163,5631,8000,70,6,9599,81cbfc50d9c220e4,e09b5733e5736e04,9bf647147db4fb45
327,bug_143,riscv_rand_instr_test,23505,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,143,143,800041c6,800041da,divu,xor,divu|xor,158,1979,8000,70,6,3290,28bc745ad2e928e2,632f7b67ac442de4,9e8653eb78320a3e
328,bug_143,riscv_rand_instr_test,23506,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,62,62,800001ac,80000174,addi,c.mv,addi|c.mv,61,7896,8000,70,6,7767,9ef74520960284d0,119308cdf366b25a,c42c8153276e4218
329,bug_143,riscv_rand_instr_test,23507,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,395,395,800068b8,800068f6,sra,csrrw,sra|csrrw,371,13067,8000,70,6,20468,fbea9eb48720159b,68e814247ff60a21,af0e817a641cf1cb
330,bug_143,riscv_rand_instr_test,23508,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,191,191,800019d8,80001a02,sltiu,lui,sltiu|lui,177,703,8000,70,6,6399,97b9b88150b02016,dd80e61453238c5c,a884786b1bba2a66
331,bug_143,riscv_rand_instr_test,23509,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,251,251,800060f6,800060fa,sltu,srai,sltu|srai,304,12645,8000,70,6,19522,51737ae4f75ddde2,f4fc100693b6d26b,6ccd5c236f5c9af5
332,bug_143,riscv_rand_instr_test,23510,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,302,302,80000368,8000036c,divu,sra,divu|sra,400,2644,8000,70,6,4757,794d1ad191b73fc4,ece19cc648726a96,6667de555828acab
333,bug_143,riscv_rand_instr_test,23512,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,62,62,80000192,800001ae,mulh,csrrsi,mulh|csrrsi,71,3264,8000,70,6,5207,2c4d56c64495a996,8ef0457b784a08bf,7cc6378ecb16312d
334,bug_143,riscv_rand_instr_test,23513,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,64,64,800001a8,80000196,c.addi16sp,xor,c.addi16sp|xor,57,2090,8000,70,6,7407,9f1fe4990741a726,0ebffb471e816218,35438f25eab10329
335,bug_143,riscv_rand_instr_test,23514,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,250,250,80000740,80000716,srai,slt,srai|slt,247,1638,8000,70,6,5672,8a6afbf7c6d5a304,6cc3bd653885c124,cc9fd31e85682e05
336,bug_143,riscv_rand_instr_test,23515,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,93,93,8000028a,800002a4,div,srli,div|srli,87,3876,8000,70,6,6013,9f7481cef2a06ff5,1ef9c2d08abd55a1,1195c2630254e9e1
337,bug_143,riscv_rand_instr_test,23516,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,103,103,8000027c,8000028c,slti,mulh,slti|mulh,138,4105,8000,70,6,6552,636d0c823e6ada2b,22e6990b3d8260ec,691acceaaf3424d5
338,bug_143,riscv_rand_instr_test,23517,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,204,204,8000041a,800003fc,xori,remu,xori|remu,175,3968,8000,70,6,6116,ecb0b58021b8032b,7b8c5608cdf7906d,6e58c033165a7423
339,bug_143,riscv_rand_instr_test,23518,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,62,62,8000019a,80000160,csrrs,c.addi4spn,csrrs|c.addi4spn,60,4428,8000,70,6,12235,4b386e617e55c067,8296bbc93f027b94,8f87f7c01675de46
340,bug_143,riscv_rand_instr_test,23520,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,137,137,80000352,80000376,add,or,add|or,129,3134,8000,70,6,6987,af3a533274484f70,9857fb7f2ef7392c,316700627835df26
341,bug_143,riscv_rand_instr_test,23522,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,179,179,80001e0e,80001e4c,mulhsu,c.lui,mulhsu|c.lui,160,297,8000,70,6,836,5f001c3ffb88a275,0bf764f917d8c7a7,fc140800b26c690f
342,bug_143,riscv_rand_instr_test,23523,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,112,112,80000332,8000033e,auipc,mul,auipc|mul,104,2714,8000,70,6,11050,4ad4a89b27351fce,4d95f975d60f827d,f901e8c98f7f75f4
343,bug_143,riscv_rand_instr_test,23524,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,62,62,800001ae,800001b0,c.srli,sltiu,c.srli|sltiu,109,7062,8000,70,6,10915,53efa94ba78d32b6,360232c06ab55019,152855f240b6aaac
344,bug_143,riscv_rand_instr_test,23525,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,238,238,80002edc,80002eca,ori,div,ori|div,222,2730,8000,70,6,4426,d4b8487b4673326c,c1133a5a209abaf8,d5191ae5e2f9a5e9
345,bug_143,riscv_rand_jump_test,23526,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,315,315,800025b4,8000258e,sltiu,lui,sltiu|lui,287,11873,8000,70,6,19614,3059a7864e2e0c55,b7e15b16857db580,24ed95d48835b7e0
346,bug_143,riscv_rand_jump_test,23527,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,127,127,800076fc,800076b6,c.and,addi,c.and|addi,104,2347,8000,70,6,3669,a751744fcd1f84af,b214db2b70e0f71c,1dbffbae14efbc48
347,bug_143,riscv_rand_jump_test,23528,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,747,747,8000e466,8000e43c,slti,mulhsu,slti|mulhsu,716,8148,8000,70,6,13851,445ec270a8714e73,4b1934a0dede75cf,f500a3af9a713507
348,bug_143,riscv_rand_jump_test,23529,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,545,545,80001dbc,80001dc6,slti,csrrci,slti|csrrci,405,8743,8000,70,6,14257,300367e56c09906b,c870d20a151f0f27,b5de3833616b3291
349,bug_143,riscv_rand_jump_test,23530,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,880,880,800018f0,800018c0,srli,sltu,srli|sltu,826,20773,8000,70,6,4139,1df3f761b260f794,7b4633b28ef9cd5b,473352a2cf80417e
350,bug_143,riscv_rand_jump_test,23531,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,398,398,800007ca,800007d8,lui,andi,lui|andi,593,85105,8000,70,6,138037,3ab59fef259a8e3b,3d6284c113af2862,71513ec3e11d06eb
351,bug_143,riscv_rand_jump_test,23532,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,322,322,8000dde0,8000ddbe,srl,srli,srl|srli,396,9898,8000,70,6,14739,b13245bd56fbfb71,43dfcbb4d39c3bab,8e6b80de6b38f624
352,bug_143,riscv_rand_jump_test,23533,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,731,731,80005ebe,80005eca,andi,sltu,andi|sltu,557,8203,8000,70,6,438849,004fdc1100dbb3e4,ecef3df46c2a687f,9c3e2722979b5d86
353,bug_143,riscv_rand_jump_test,23534,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,208,208,8000b1e0,8000b1de,addi,c.add,addi|c.add,196,1795,8000,70,6,3087,ecf8d5619a7d7891,4df565f88c3ec157,6c392b6ee50535c7
354,bug_143,riscv_rand_jump_test,23535,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1076,1076,8000460c,8000462e,csrrci,csrrci,csrrci|csrrci,1018,8891,8000,70,6,14015,e10df57f801ea5c6,8abdbb7c23ad1d20,3dddf9b2e19e41e4
355,bug_143,riscv_rand_jump_test,23536,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,557,557,80004ba2,80004b92,rem,sub,rem|sub,522,17237,8000,70,6,14492,7508da7c9a974c71,27ba7078ab2901da,39d7c385577782bf
356,bug_143,riscv_rand_jump_test,23537,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,1830,1830,800021f6,800021e0,slti,xor,slti|xor,1765,5347,8000,70,6,10993,c8f4333270171df4,c4206dc06ca11a25,911d8c724d518116
357,bug_143,riscv_rand_jump_test,23538,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,81,81,80004714,80004724,div,slti,div|slti,90,9196,8000,70,6,15561,b3817d52eced7028,6c1efff37c0dc999,93d71cadfa93147c
358,bug_143,riscv_rand_jump_test,23540,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,184,184,80005f56,80005f78,and,and,and|and,179,11516,8000,70,6,5537,e83cd40c7ad3c7c3,e74b4788924c7bb0,bb447607edf00bfe
359,bug_143,riscv_rand_jump_test,23541,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,865,865,80001252,80001264,c.srai,sub,c.srai|sub,902,149574,8000,70,6,87212,05d9f94f98ebcac2,81918b16e3ba93ec,04cdd9cdbaf70fec
360,bug_143,riscv_rand_jump_test,23542,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,205,205,800111de,800111d4,rem,c.mv,rem|c.mv,189,11174,8001,70,6,1143,8475325e82b46f71,178b4835d71b7291,86b5f93dec29e27a
361,bug_143,riscv_rand_jump_test,23545,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,148,148,80007c1c,80007c14,c.andi,sub,c.andi|sub,427,90601,8000,70,6,135166,ed9eeb53e8a9edbc,17ea86a6686493af,708f44d2662b64fe
362,bug_143,riscv_rand_jump_test,23546,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,436,436,80001ec2,80001edc,and,c.lui,and|c.lui,436,579,8000,70,6,1754,7f299d75e1b5b2c5,f7daafa1f4ddeab0,497b224000e68292
363,bug_143,riscv_rand_jump_test,23548,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,692,692,80000efc,80000ec6,c.lui,slt,c.lui|slt,752,66851,8000,70,6,96876,3eb1c5738c475647,d506ac67012f610b,359a77fa021d824f
364,bug_143,riscv_rand_jump_test,23549,/workspace/ibex/dv/uvm/out,REGR_MISMATCH,,,,,,pc_diff,1,0,162,162,8001081a,800107aa,c.slli,add,c.slli|add,146,6811,8001,70,6,12471,1343084970f891f7,93ab80b9f58094ac,8e8863339fd02df7
