Case,case_id,bug_id,group,family,test,seed,source_run_dir,source_package,source_case
1036,case_1036,bug_256,decode_alu,conditional_slli_srl_decode,riscv_machine_mode_rand_test,958003,,alu_decode_supplement_20260827_v2.tar.gz,case_19
1037,case_1037,bug_256,decode_alu,conditional_slli_srl_decode,riscv_machine_mode_rand_test,958004,,alu_decode_supplement_20260827_v2.tar.gz,case_20
1038,case_1038,bug_256,decode_alu,conditional_slli_srl_decode,riscv_machine_mode_rand_test,958005,,alu_decode_supplement_20260827_v2.tar.gz,case_21
1039,case_1039,bug_256,decode_alu,conditional_slli_srl_decode,riscv_machine_mode_rand_test,958006,,alu_decode_supplement_20260827_v2.tar.gz,case_22
1040,case_1040,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rand_instr_test,958001,,alu_decode_supplement_20260827_v2.tar.gz,case_23
1041,case_1041,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rand_instr_test,958002,,alu_decode_supplement_20260827_v2.tar.gz,case_24
1042,case_1042,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rand_instr_test,958003,,alu_decode_supplement_20260827_v2.tar.gz,case_25
1043,case_1043,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rand_instr_test,958004,,alu_decode_supplement_20260827_v2.tar.gz,case_26
1044,case_1044,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rand_instr_test,958005,,alu_decode_supplement_20260827_v2.tar.gz,case_27
1045,case_1045,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rand_instr_test,958006,,alu_decode_supplement_20260827_v2.tar.gz,case_28
1046,case_1046,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rv32im_instr_test,958001,,alu_decode_supplement_20260827_v2.tar.gz,case_29
1047,case_1047,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rv32im_instr_test,958003,,alu_decode_supplement_20260827_v2.tar.gz,case_30
1048,case_1048,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rv32im_instr_test,958004,,alu_decode_supplement_20260827_v2.tar.gz,case_31
1049,case_1049,bug_256,decode_alu,conditional_slli_srl_decode,riscv_rv32im_instr_test,958005,,alu_decode_supplement_20260827_v2.tar.gz,case_32
1050,case_1050,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_machine_mode_rand_test,958002,,alu_decode_supplement_20260827_v2.tar.gz,case_33
1051,case_1051,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_machine_mode_rand_test,958003,,alu_decode_supplement_20260827_v2.tar.gz,case_34
1052,case_1052,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_machine_mode_rand_test,958004,,alu_decode_supplement_20260827_v2.tar.gz,case_35
1053,case_1053,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_machine_mode_rand_test,958005,,alu_decode_supplement_20260827_v2.tar.gz,case_36
1054,case_1054,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rand_instr_test,958001,,alu_decode_supplement_20260827_v2.tar.gz,case_37
1055,case_1055,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rand_instr_test,958002,,alu_decode_supplement_20260827_v2.tar.gz,case_38
1056,case_1056,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rand_instr_test,958003,,alu_decode_supplement_20260827_v2.tar.gz,case_39
1057,case_1057,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rand_instr_test,958004,,alu_decode_supplement_20260827_v2.tar.gz,case_40
1058,case_1058,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rand_instr_test,958005,,alu_decode_supplement_20260827_v2.tar.gz,case_41
1059,case_1059,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rv32im_instr_test,958001,,alu_decode_supplement_20260827_v2.tar.gz,case_42
1060,case_1060,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rv32im_instr_test,958003,,alu_decode_supplement_20260827_v2.tar.gz,case_43
1061,case_1061,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rv32im_instr_test,958004,,alu_decode_supplement_20260827_v2.tar.gz,case_44
1062,case_1062,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rv32im_instr_test,958005,,alu_decode_supplement_20260827_v2.tar.gz,case_45
1063,case_1063,bug_257,decode_alu,conditional_sltiu_slt_decode,riscv_rv32im_instr_test,958006,,alu_decode_supplement_20260827_v2.tar.gz,case_46
1064,case_1064,bug_261,mdu,conditional_mulh_mulhsu_signed_mode,riscv_machine_mode_rand_test,960001,,mdu_supplement_20260827_v3.tar.gz,case_1
1065,case_1065,bug_261,mdu,conditional_mulh_mulhsu_signed_mode,riscv_machine_mode_rand_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_2
1066,case_1066,bug_261,mdu,conditional_mulh_mulhsu_signed_mode,riscv_rand_instr_test,960001,,mdu_supplement_20260827_v3.tar.gz,case_3
1067,case_1067,bug_261,mdu,conditional_mulh_mulhsu_signed_mode,riscv_rand_instr_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_4
1068,case_1068,bug_261,mdu,conditional_mulh_mulhsu_signed_mode,riscv_rv32im_instr_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_5
1069,case_1069,bug_262,mdu,conditional_div_signed_mode,riscv_machine_mode_rand_test,960003,,mdu_supplement_20260827_v3.tar.gz,case_6
1070,case_1070,bug_262,mdu,conditional_div_signed_mode,riscv_machine_mode_rand_test,960005,,mdu_supplement_20260827_v3.tar.gz,case_7
1071,case_1071,bug_262,mdu,conditional_div_signed_mode,riscv_rand_instr_test,960005,,mdu_supplement_20260827_v3.tar.gz,case_8
1072,case_1072,bug_262,mdu,conditional_div_signed_mode,riscv_rv32im_instr_test,960001,,mdu_supplement_20260827_v3.tar.gz,case_9
1073,case_1073,bug_262,mdu,conditional_div_signed_mode,riscv_rv32im_instr_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_10
1074,case_1074,bug_262,mdu,conditional_div_signed_mode,riscv_rv32im_instr_test,960005,,mdu_supplement_20260827_v3.tar.gz,case_11
1075,case_1075,bug_263,mdu,conditional_rem_signed_mode,riscv_machine_mode_rand_test,960001,,mdu_supplement_20260827_v3.tar.gz,case_12
1076,case_1076,bug_263,mdu,conditional_rem_signed_mode,riscv_machine_mode_rand_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_13
1077,case_1077,bug_263,mdu,conditional_rem_signed_mode,riscv_rand_instr_test,960001,,mdu_supplement_20260827_v3.tar.gz,case_14
1078,case_1078,bug_263,mdu,conditional_rem_signed_mode,riscv_rand_instr_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_15
1079,case_1079,bug_263,mdu,conditional_rem_signed_mode,riscv_rv32im_instr_test,960002,,mdu_supplement_20260827_v3.tar.gz,case_16
1080,case_1080,bug_264,rv32c,conditional_c_addi_sign_extension,riscv_machine_mode_rand_test,970001,,rvc_supplement_20260827.tar.gz,case_1
1081,case_1081,bug_264,rv32c,conditional_c_addi_sign_extension,riscv_rand_instr_test,970001,,rvc_supplement_20260827.tar.gz,case_2
1082,case_1082,bug_265,rv32c,conditional_c_andi_decode,riscv_machine_mode_rand_test,970001,,rvc_supplement_20260827.tar.gz,case_3
1083,case_1083,bug_265,rv32c,conditional_c_andi_decode,riscv_machine_mode_rand_test,970002,,rvc_supplement_20260827.tar.gz,case_4
1084,case_1084,bug_265,rv32c,conditional_c_andi_decode,riscv_rand_instr_test,970001,,rvc_supplement_20260827.tar.gz,case_5
1085,case_1085,bug_265,rv32c,conditional_c_andi_decode,riscv_rand_instr_test,970002,,rvc_supplement_20260827.tar.gz,case_6
1086,case_1086,bug_266,rv32c,conditional_c_and_decode,riscv_machine_mode_rand_test,970001,,rvc_supplement_20260827.tar.gz,case_7
1087,case_1087,bug_266,rv32c,conditional_c_and_decode,riscv_machine_mode_rand_test,970002,,rvc_supplement_20260827.tar.gz,case_8
1088,case_1088,bug_266,rv32c,conditional_c_and_decode,riscv_rand_instr_test,970001,,rvc_supplement_20260827.tar.gz,case_9
1089,case_1089,bug_266,rv32c,conditional_c_and_decode,riscv_rand_instr_test,970002,,rvc_supplement_20260827.tar.gz,case_10
1090,case_1090,bug_268,pipeline,conditional_lsu_stall,riscv_machine_mode_rand_test,980001,,pipeline_supplement_20260827.tar.gz,case_1
1091,case_1091,bug_268,pipeline,conditional_lsu_stall,riscv_rand_instr_test,980001,,pipeline_supplement_20260827.tar.gz,case_2
1092,case_1092,bug_268,pipeline,conditional_lsu_stall,riscv_rv32im_instr_test,980001,,pipeline_supplement_20260827.tar.gz,case_3
1093,case_1093,bug_268,pipeline,conditional_lsu_stall,riscv_rv32im_instr_test,980002,,pipeline_supplement_20260827.tar.gz,case_4
1094,case_1094,bug_269,pipeline,conditional_multdiv_stall,riscv_machine_mode_rand_test,980001,,pipeline_supplement_20260827.tar.gz,case_5
1095,case_1095,bug_269,pipeline,conditional_multdiv_stall,riscv_machine_mode_rand_test,980002,,pipeline_supplement_20260827.tar.gz,case_6
1096,case_1096,bug_269,pipeline,conditional_multdiv_stall,riscv_rand_instr_test,980001,,pipeline_supplement_20260827.tar.gz,case_7
1097,case_1097,bug_269,pipeline,conditional_multdiv_stall,riscv_rand_instr_test,980002,,pipeline_supplement_20260827.tar.gz,case_8
1098,case_1098,bug_269,pipeline,conditional_multdiv_stall,riscv_rv32im_instr_test,980001,,pipeline_supplement_20260827.tar.gz,case_9
1099,case_1099,bug_269,pipeline,conditional_multdiv_stall,riscv_rv32im_instr_test,980002,,pipeline_supplement_20260827.tar.gz,case_10
1100,case_1100,bug_284,decode,pc_region_xor_to_or_decode,riscv_machine_mode_rand_test,994002,,decode_supplement_20260827_v2.tar.gz,case_1
1101,case_1101,bug_284,decode,pc_region_xor_to_or_decode,riscv_rand_instr_test,994001,,decode_supplement_20260827_v2.tar.gz,case_2
1102,case_1102,bug_284,decode,pc_region_xor_to_or_decode,riscv_rv32im_instr_test,994001,,decode_supplement_20260827_v2.tar.gz,case_3
1103,case_1103,bug_285,decode,pc_region_or_to_xor_decode,riscv_machine_mode_rand_test,994002,,decode_supplement_20260827_v2.tar.gz,case_4
1104,case_1104,bug_285,decode,pc_region_or_to_xor_decode,riscv_rand_instr_test,994002,,decode_supplement_20260827_v2.tar.gz,case_5
1105,case_1105,bug_285,decode,pc_region_or_to_xor_decode,riscv_rv32im_instr_test,994001,,decode_supplement_20260827_v2.tar.gz,case_6
1106,case_1106,bug_289,interrupt_exception,mie_not_disabled_on_entry,riscv_interrupt_csr_test,996002,,interrupt_csr_supplement_20260827_v2.tar.gz,case_1
1107,case_1107,bug_289,interrupt_exception,mie_not_disabled_on_entry,riscv_multiple_interrupt_test,996002,,interrupt_csr_supplement_20260827_v2.tar.gz,case_2
1108,case_1108,bug_289,interrupt_exception,mie_not_disabled_on_entry,riscv_single_interrupt_test,996002,,interrupt_csr_supplement_20260827_v2.tar.gz,case_3
1109,case_1109,bug_290,interrupt_exception,mcause_cause_bit_inverted,riscv_interrupt_csr_test,996002,,interrupt_csr_supplement_20260827_v2.tar.gz,case_4
1110,case_1110,bug_290,interrupt_exception,mcause_cause_bit_inverted,riscv_multiple_interrupt_test,996002,,interrupt_csr_supplement_20260827_v2.tar.gz,case_5
1111,case_1111,bug_290,interrupt_exception,mcause_cause_bit_inverted,riscv_single_interrupt_test,996002,,interrupt_csr_supplement_20260827_v2.tar.gz,case_6
1112,case_1112,bug_291,branch_jump,blt_condition_selective_bge,riscv_jump_stress_test,997001,,branch_supplement_20260827_v1.tar.gz,case_1
1113,case_1113,bug_291,branch_jump,blt_condition_selective_bge,riscv_machine_mode_rand_test,997001,,branch_supplement_20260827_v1.tar.gz,case_2
1114,case_1114,bug_291,branch_jump,blt_condition_selective_bge,riscv_rand_jump_test,997001,,branch_supplement_20260827_v1.tar.gz,case_3
1115,case_1115,bug_292,branch_jump,bltu_condition_selective_bgeu,riscv_jump_stress_test,997001,,branch_supplement_20260827_v1.tar.gz,case_4
1116,case_1116,bug_292,branch_jump,bltu_condition_selective_bgeu,riscv_machine_mode_rand_test,997001,,branch_supplement_20260827_v1.tar.gz,case_5
1117,case_1117,bug_292,branch_jump,bltu_condition_selective_bgeu,riscv_rand_jump_test,997001,,branch_supplement_20260827_v1.tar.gz,case_6
1118,case_1118,bug_304,register_file,x15_writeback_lsb_flipped_pc_region,riscv_machine_mode_rand_test,997601,,register_file_supplement_20260827_v1.tar.gz,case_1
1119,case_1119,bug_304,register_file,x15_writeback_lsb_flipped_pc_region,riscv_rand_instr_test,997601,,register_file_supplement_20260827_v1.tar.gz,case_2
1120,case_1120,bug_304,register_file,x15_writeback_lsb_flipped_pc_region,riscv_rv32im_instr_test,997601,,register_file_supplement_20260827_v1.tar.gz,case_3
1121,case_1121,bug_305,register_file,x11_writeback_lsb_flipped_pc_region_d,riscv_machine_mode_rand_test,997601,,register_file_supplement_20260827_v1.tar.gz,case_4
1122,case_1122,bug_305,register_file,x11_writeback_lsb_flipped_pc_region_d,riscv_rand_instr_test,997601,,register_file_supplement_20260827_v1.tar.gz,case_5
1123,case_1123,bug_305,register_file,x11_writeback_lsb_flipped_pc_region_d,riscv_rv32im_instr_test,997601,,register_file_supplement_20260827_v1.tar.gz,case_6
1124,case_1124,bug_306,load_store,byte_sign_offset1_wrong_sign_bit,riscv_mmu_stress_test,997701,,lsu_supplement_20260827_v1.tar.gz,case_1
1125,case_1125,bug_306,load_store,byte_sign_offset1_wrong_sign_bit,riscv_unaligned_load_store_test,997701,,lsu_supplement_20260827_v1.tar.gz,case_2
1126,case_1126,bug_307,load_store,byte_sign_offset2_wrong_sign_bit,riscv_mmu_stress_test,997701,,lsu_supplement_20260827_v1.tar.gz,case_3
1127,case_1127,bug_307,load_store,byte_sign_offset2_wrong_sign_bit,riscv_unaligned_load_store_test,997701,,lsu_supplement_20260827_v1.tar.gz,case_4
1128,case_1128,bug_308,load_store,byte_sign_offset0_wrong_sign_bit,riscv_mmu_stress_test,997801,,lsu_supplement_20260827_v2.tar.gz,case_1
1129,case_1129,bug_308,load_store,byte_sign_offset0_wrong_sign_bit,riscv_unaligned_load_store_test,997801,,lsu_supplement_20260827_v2.tar.gz,case_2
1130,case_1130,bug_309,load_store,byte_sign_offset3_wrong_sign_bit,riscv_mmu_stress_test,997801,,lsu_supplement_20260827_v2.tar.gz,case_3
1131,case_1131,bug_309,load_store,byte_sign_offset3_wrong_sign_bit,riscv_unaligned_load_store_test,997801,,lsu_supplement_20260827_v2.tar.gz,case_4
1132,case_1132,bug_310,multiply_divide,div_zero_quotient_zero,riscv_machine_mode_rand_test,997901,,mdu_zero_supplement_20260827_v1.tar.gz,case_1
1133,case_1133,bug_310,multiply_divide,div_zero_quotient_zero,riscv_rand_instr_test,997901,,mdu_zero_supplement_20260827_v1.tar.gz,case_2
1134,case_1134,bug_310,multiply_divide,div_zero_quotient_zero,riscv_rv32im_instr_test,997901,,mdu_zero_supplement_20260827_v1.tar.gz,case_3
1135,case_1135,bug_311,multiply_divide,rem_zero_result_zero,riscv_machine_mode_rand_test,997901,,mdu_zero_supplement_20260827_v1.tar.gz,case_4
1136,case_1136,bug_311,multiply_divide,rem_zero_result_zero,riscv_rand_instr_test,997901,,mdu_zero_supplement_20260827_v1.tar.gz,case_5
1137,case_1137,bug_311,multiply_divide,rem_zero_result_zero,riscv_rv32im_instr_test,997901,,mdu_zero_supplement_20260827_v1.tar.gz,case_6
1138,case_1138,bug_312,compressed_decode,c_slli_x5_shamt_bit0,riscv_machine_mode_rand_test,998001,,rvc_supplement_20260827_v1.tar.gz,case_1
1139,case_1139,bug_312,compressed_decode,c_slli_x5_shamt_bit0,riscv_rand_instr_test,998001,,rvc_supplement_20260827_v1.tar.gz,case_2
1140,case_1140,bug_313,compressed_decode,c_srli_x15_shamt_bit0,riscv_machine_mode_rand_test,998001,,rvc_supplement_20260827_v1.tar.gz,case_3
1141,case_1141,bug_313,compressed_decode,c_srli_x15_shamt_bit0,riscv_rand_instr_test,998001,,rvc_supplement_20260827_v1.tar.gz,case_4
1142,case_1142,bug_315,branch_jump,late_jump_target_bit1_pattern10,riscv_machine_mode_rand_test,998101,,jump_target_supplement_20260827_v1.tar.gz,case_1
1143,case_1143,bug_315,branch_jump,late_jump_target_bit1_pattern10,riscv_rand_jump_test,998101,,jump_target_supplement_20260827_v1.tar.gz,case_2
1144,case_1144,bug_316,branch_jump,late_jump_target_bit2_pattern10,riscv_machine_mode_rand_test,998201,,jump_target_supplement_20260827_v1.tar.gz,case_3
1145,case_1145,bug_316,branch_jump,late_jump_target_bit2_pattern10,riscv_rand_jump_test,998201,,jump_target_supplement_20260827_v1.tar.gz,case_4
1146,case_1146,bug_317,alu,pc_region_conditional_xor_operand,riscv_machine_mode_rand_test,994001,,alu_supplement_20260827_v3.tar.gz,case_1
1147,case_1147,bug_317,alu,pc_region_conditional_xor_operand,riscv_rand_instr_test,994002,,alu_supplement_20260827_v3.tar.gz,case_2
1148,case_1148,bug_317,alu,pc_region_conditional_xor_operand,riscv_rand_instr_test,994003,,alu_supplement_20260827_v3.tar.gz,case_3
1149,case_1149,bug_317,alu,pc_region_conditional_xor_operand,riscv_rv32im_instr_test,994001,,alu_supplement_20260827_v3.tar.gz,case_4
1150,case_1150,bug_318,alu,pc_region_conditional_or_operand,riscv_machine_mode_rand_test,994001,,alu_supplement_20260827_v3.tar.gz,case_5
1151,case_1151,bug_318,alu,pc_region_conditional_or_operand,riscv_rand_instr_test,994001,,alu_supplement_20260827_v3.tar.gz,case_6
1152,case_1152,bug_318,alu,pc_region_conditional_or_operand,riscv_rv32im_instr_test,994001,,alu_supplement_20260827_v3.tar.gz,case_7
1153,case_1153,bug_319,mdu,pc_region_conditional_mulhsu_signed_mode,riscv_machine_mode_rand_test,995001,,mdu_supplement_20260827_v6.tar.gz,case_1
1154,case_1154,bug_319,mdu,pc_region_conditional_mulhsu_signed_mode,riscv_rand_instr_test,995001,,mdu_supplement_20260827_v6.tar.gz,case_2
1155,case_1155,bug_319,mdu,pc_region_conditional_mulhsu_signed_mode,riscv_rv32im_instr_test,995001,,mdu_supplement_20260827_v6.tar.gz,case_3
1156,case_1156,bug_320,mdu,pc_region_conditional_mulhu_signed_mode,riscv_machine_mode_rand_test,995005,,mdu_supplement_20260827_v6.tar.gz,case_4
1157,case_1157,bug_320,mdu,pc_region_conditional_mulhu_signed_mode,riscv_machine_mode_rand_test,995006,,mdu_supplement_20260827_v6.tar.gz,case_5
1158,case_1158,bug_320,mdu,pc_region_conditional_mulhu_signed_mode,riscv_rand_instr_test,995003,,mdu_supplement_20260827_v6.tar.gz,case_6
1159,case_1159,bug_320,mdu,pc_region_conditional_mulhu_signed_mode,riscv_rv32im_instr_test,995001,,mdu_supplement_20260827_v6.tar.gz,case_7
1160,case_1160,bug_052,lsu,late_byte_load_sign_extension,riscv_unaligned_load_store_test,980504,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_9
1161,case_1161,bug_052,lsu,late_byte_load_sign_extension,riscv_unaligned_load_store_test,980503,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_8
1162,case_1162,bug_052,lsu,late_byte_load_sign_extension,riscv_mmu_stress_test,980503,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_7
1163,case_1163,bug_051,lsu,late_byte_load_sign_extension,riscv_unaligned_load_store_test,980502,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_6
1164,case_1164,bug_051,lsu,late_byte_load_sign_extension,riscv_unaligned_load_store_test,980501,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_5
1165,case_1165,bug_051,lsu,late_byte_load_sign_extension,riscv_mmu_stress_test,980510,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_4
1166,case_1166,bug_051,lsu,late_byte_load_sign_extension,riscv_mmu_stress_test,980509,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_3
1167,case_1167,bug_051,lsu,late_byte_load_sign_extension,riscv_mmu_stress_test,980508,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_2
1168,case_1168,bug_051,lsu,late_byte_load_sign_extension,riscv_mmu_stress_test,980507,,p0_lsu_balance_supplement_20260827_v2.tar.gz,case_1
1169,case_1169,bug_045,alu,conditional_sra_shift_amount_7,riscv_machine_mode_rand_test,981002,,p0_alu_branch_balance_supplement_20260827.tar.gz,case_1
1170,case_1170,bug_045,alu,conditional_sra_shift_amount_7,riscv_rand_instr_test,981002,,p0_alu_branch_balance_supplement_20260827.tar.gz,case_2
1171,case_1171,bug_047,branch_jump,conditional_eq_operand_pattern,riscv_machine_mode_rand_test,981003,,p0_alu_branch_balance_supplement_20260827.tar.gz,case_3
1172,case_1172,bug_047,branch_jump,conditional_eq_operand_pattern,riscv_machine_mode_rand_test,981004,,p0_alu_branch_balance_supplement_20260827.tar.gz,case_4
1173,case_1173,bug_047,branch_jump,conditional_eq_operand_pattern,riscv_rand_instr_test,981003,,p0_alu_branch_balance_supplement_20260827.tar.gz,case_5
1174,case_1174,bug_047,branch_jump,conditional_eq_operand_pattern,riscv_rand_instr_test,981004,,p0_alu_branch_balance_supplement_20260827.tar.gz,case_6
1175,case_1175,bug_048,alu,conditional_add_result_bitflip,riscv_machine_mode_rand_test,982002,,p0_alu_balance_048_049_20260827.tar.gz,case_1
1176,case_1176,bug_048,alu,conditional_add_result_bitflip,riscv_machine_mode_rand_test,982003,,p0_alu_balance_048_049_20260827.tar.gz,case_2
1177,case_1177,bug_048,alu,conditional_add_result_bitflip,riscv_rand_instr_test,982002,,p0_alu_balance_048_049_20260827.tar.gz,case_3
1178,case_1178,bug_049,alu,conditional_sra_shift_amount_31,riscv_machine_mode_rand_test,982004,,p0_alu_balance_048_049_20260827.tar.gz,case_4
1179,case_1179,bug_049,alu,conditional_sra_shift_amount_31,riscv_machine_mode_rand_test,982005,,p0_alu_balance_048_049_20260827.tar.gz,case_5
1180,case_1180,bug_049,alu,conditional_sra_shift_amount_31,riscv_machine_mode_rand_test,982006,,p0_alu_balance_048_049_20260827.tar.gz,case_6
1181,case_1181,bug_049,alu,conditional_sra_shift_amount_31,riscv_rand_instr_test,982004,,p0_alu_balance_048_049_20260827.tar.gz,case_7
1182,case_1182,bug_049,alu,conditional_sra_shift_amount_31,riscv_rand_instr_test,982005,,p0_alu_balance_048_049_20260827.tar.gz,case_8
1183,case_1183,bug_128,decode_branch,bne_decoded_as_beq,riscv_rv32im_instr_test,983008,,p0_alu_decode_balance_20260827.tar.gz,case_6
1184,case_1184,bug_128,decode_branch,bne_decoded_as_beq,riscv_rv32im_instr_test,983007,,p0_alu_decode_balance_20260827.tar.gz,case_5
1185,case_1185,bug_128,decode_branch,bne_decoded_as_beq,riscv_rand_instr_test,983004,,p0_alu_decode_balance_20260827.tar.gz,case_4
1186,case_1186,bug_128,decode_branch,bne_decoded_as_beq,riscv_rand_instr_test,983003,,p0_alu_decode_balance_20260827.tar.gz,case_3
1187,case_1187,bug_053,alu_decode,late_opimm_operand_bitflip,riscv_rv32im_instr_test,983006,,p0_alu_decode_balance_20260827.tar.gz,case_2
1188,case_1188,bug_053,alu_decode,late_opimm_operand_bitflip,riscv_rand_instr_test,983001,,p0_alu_decode_balance_20260827.tar.gz,case_1
1189,case_1189,bug_224,register_file,x21_write_lsb_flipped,riscv_rv32im_instr_test,994006,,p0_regfile_balance_late_20260827.tar.gz,case_9
1190,case_1190,bug_224,register_file,x21_write_lsb_flipped,riscv_rand_instr_test,994006,,p0_regfile_balance_late_20260827.tar.gz,case_8
1191,case_1191,bug_224,register_file,x21_write_lsb_flipped,riscv_machine_mode_rand_test,994006,,p0_regfile_balance_late_20260827.tar.gz,case_7
1192,case_1192,bug_223,register_file,x20_write_lsb_flipped,riscv_rv32im_instr_test,994002,,p0_regfile_balance_late_20260827.tar.gz,case_6
1193,case_1193,bug_223,register_file,x20_write_lsb_flipped,riscv_rv32im_instr_test,994001,,p0_regfile_balance_late_20260827.tar.gz,case_5
1194,case_1194,bug_223,register_file,x20_write_lsb_flipped,riscv_rand_instr_test,994002,,p0_regfile_balance_late_20260827.tar.gz,case_4
1195,case_1195,bug_223,register_file,x20_write_lsb_flipped,riscv_rand_instr_test,994001,,p0_regfile_balance_late_20260827.tar.gz,case_3
1196,case_1196,bug_223,register_file,x20_write_lsb_flipped,riscv_machine_mode_rand_test,994002,,p0_regfile_balance_late_20260827.tar.gz,case_2
1197,case_1197,bug_223,register_file,x20_write_lsb_flipped,riscv_machine_mode_rand_test,994001,,p0_regfile_balance_late_20260827.tar.gz,case_1
1198,case_1198,bug_276,debug,conditional_dcsr_prv_wrong,riscv_debug_ebreak_test,995003,,p0_debug_balance_273_276_20260827.tar.gz,case_9
1199,case_1199,bug_276,debug,conditional_dcsr_prv_wrong,riscv_debug_csr_entry_test,995004,,p0_debug_balance_273_276_20260827.tar.gz,case_8
1200,case_1200,bug_276,debug,conditional_dcsr_prv_wrong,riscv_debug_csr_entry_test,995003,,p0_debug_balance_273_276_20260827.tar.gz,case_7
1201,case_1201,bug_273,debug,conditional_dcsr_cause_haltreq,riscv_debug_ebreakmu_test,995002,,p0_debug_balance_273_276_20260827.tar.gz,case_6
1202,case_1202,bug_273,debug,conditional_dcsr_cause_haltreq,riscv_debug_ebreakmu_test,995001,,p0_debug_balance_273_276_20260827.tar.gz,case_5
1203,case_1203,bug_273,debug,conditional_dcsr_cause_haltreq,riscv_debug_ebreak_test,995002,,p0_debug_balance_273_276_20260827.tar.gz,case_4
1204,case_1204,bug_273,debug,conditional_dcsr_cause_haltreq,riscv_debug_ebreak_test,995001,,p0_debug_balance_273_276_20260827.tar.gz,case_3
1205,case_1205,bug_273,debug,conditional_dcsr_cause_haltreq,riscv_debug_csr_entry_test,995002,,p0_debug_balance_273_276_20260827.tar.gz,case_2
1206,case_1206,bug_276,debug,conditional_dcsr_prv_wrong,riscv_debug_ebreakmu_test,995004,,p0_debug_balance_273_276_20260827.tar.gz,case_12
1207,case_1207,bug_276,debug,conditional_dcsr_prv_wrong,riscv_debug_ebreakmu_test,995003,,p0_debug_balance_273_276_20260827.tar.gz,case_11
1208,case_1208,bug_276,debug,conditional_dcsr_prv_wrong,riscv_debug_ebreak_test,995004,,p0_debug_balance_273_276_20260827.tar.gz,case_10
1209,case_1209,bug_273,debug,conditional_dcsr_cause_haltreq,riscv_debug_csr_entry_test,995001,,p0_debug_balance_273_276_20260827.tar.gz,case_1
1210,case_1210,bug_281,alu,pc_region_conditional_sltu_operand,riscv_rand_instr_test,996004,,p0_alu_balance_280_281_20260827.tar.gz,case_9
1211,case_1211,bug_281,alu,pc_region_conditional_sltu_operand,riscv_rand_instr_test,996003,,p0_alu_balance_280_281_20260827.tar.gz,case_8
1212,case_1212,bug_281,alu,pc_region_conditional_sltu_operand,riscv_machine_mode_rand_test,996003,,p0_alu_balance_280_281_20260827.tar.gz,case_7
1213,case_1213,bug_280,alu,pc_region_conditional_sra_operand,riscv_rv32im_instr_test,996002,,p0_alu_balance_280_281_20260827.tar.gz,case_6
1214,case_1214,bug_280,alu,pc_region_conditional_sra_operand,riscv_rv32im_instr_test,996001,,p0_alu_balance_280_281_20260827.tar.gz,case_5
1215,case_1215,bug_280,alu,pc_region_conditional_sra_operand,riscv_rand_instr_test,996002,,p0_alu_balance_280_281_20260827.tar.gz,case_4
1216,case_1216,bug_280,alu,pc_region_conditional_sra_operand,riscv_rand_instr_test,996001,,p0_alu_balance_280_281_20260827.tar.gz,case_3
1217,case_1217,bug_280,alu,pc_region_conditional_sra_operand,riscv_machine_mode_rand_test,996002,,p0_alu_balance_280_281_20260827.tar.gz,case_2
1218,case_1218,bug_281,alu,pc_region_conditional_sltu_operand,riscv_rv32im_instr_test,996004,,p0_alu_balance_280_281_20260827.tar.gz,case_11
